Basic gauge opt: block took 27.875412404002418 seconds
         14211123 function calls (14072031 primitive calls) in 29.074 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      975    0.002    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1210(_get_spec)
     1019    0.005    0.000    0.006    0.000 inspect.py:2664(__init__)
        1    0.000    0.000    0.006    0.006 renderer.py:4(<module>)
        1    0.000    0.000    0.006    0.006 utils.py:5(<module>)
        1    0.000    0.000    0.006    0.006 tempfile.py:24(<module>)
        1    0.000    0.000    0.006    0.006 process.py:4(<module>)
     7280    0.006    0.000    0.006    0.000 {method 'expandtabs' of 'str' objects}
    35980    0.006    0.000    0.006    0.000 {function OrderedSPAMVecDict.__getitem__ at 0x7f7bb3566bf8}
      246    0.002    0.000    0.006    0.000 sre_compile.py:412(_compile_info)
       10    0.000    0.000    0.006    0.001 pyparsing.py:4210(__init__)
       28    0.000    0.000    0.006    0.000 pyparsing.py:2738(__init__)
    33/10    0.000    0.000    0.006    0.001 pyparsing.py:3702(leaveWhitespace)
        1    0.000    0.000    0.006    0.006 shutil.py:5(<module>)
        1    0.000    0.000    0.006    0.006 _process_posix.py:4(<module>)
      127    0.006    0.000    0.006    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.006    0.006 auto_suggest.py:8(<module>)
      889    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:826(path_stats)
      429    0.001    0.000    0.006    0.000 pyparsing.py:1144(copy)
        1    0.000    0.000    0.006    0.006 ssl.py:88(<module>)
     9072    0.006    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:366(_verbose_message)
        1    0.000    0.000    0.006    0.006 execution.py:146(ExecutionMagics)
        1    0.000    0.000    0.006    0.006 __init__.py:30(<module>)
        1    0.000    0.000    0.006    0.006 mpltools.py:6(<module>)
        1    0.000    0.000    0.006    0.006 __init__.py:24(<module>)
        1    0.000    0.000    0.006    0.006 result.py:1(<module>)
      371    0.001    0.000    0.006    0.000 __init__.py:2501(_get_metadata)
        1    0.000    0.000    0.006    0.006 random.py:37(<module>)
      628    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:195(_lock_unlock_module)
        1    0.000    0.000    0.005    0.005 mathtext.py:2073(Parser)
       72    0.000    0.000    0.005    0.000 cm.py:52(_reverse_cmap_spec)
       67    0.000    0.000    0.005    0.000 cm.py:35(revcmap)
        1    0.000    0.000    0.005    0.005 mathtext.py:2595(<lambda>)
        1    0.000    0.000    0.005    0.005 mathtext.py:2595(<listcomp>)
      160    0.000    0.000    0.005    0.000 __init__.py:1381(safe_version)
       62    0.000    0.000    0.005    0.000 __init__.py:2025(_handle_ns)
        1    0.000    0.000    0.005    0.005 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:64(<module>)
        1    0.000    0.000    0.005    0.005 font_manager.py:21(<module>)
      120    0.004    0.000    0.005    0.000 textwrap.py:234(_wrap_chunks)
      980    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:321(__exit__)
       61    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:402(_find_module_shim)
        1    0.000    0.000    0.005    0.005 dates.py:111(<module>)
        1    0.000    0.000    0.005    0.005 PyColorize.py:30(<module>)
      124    0.000    0.000    0.005    0.000 __init__.py:2344(__init__)
       62    0.000    0.000    0.005    0.000 __init__.py:2102(fixup_namespace_packages)
        1    0.000    0.000    0.005    0.005 pylab.py:2(<module>)
     1740    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:94(acquire)
      168    0.005    0.000    0.005    0.000 cm.py:47(<listcomp>)
        3    0.000    0.000    0.005    0.002 __init__.py:870(__init__)
        2    0.000    0.000    0.005    0.003 history.py:1(<module>)
        1    0.000    0.000    0.005    0.005 lines.py:4(<module>)
    21407    0.005    0.000    0.005    0.000 {method 'rstrip' of 'str' objects}
    58/10    0.000    0.000    0.005    0.000 pyparsing.py:3247(leaveWhitespace)
        2    0.000    0.000    0.005    0.002 __init__.py:52(<module>)
        1    0.000    0.000    0.005    0.005 platform.py:10(<module>)
       61    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1198(find_loader)
        1    0.000    0.000    0.005    0.005 runner.py:1(<module>)
        1    0.000    0.000    0.005    0.005 traitlets.py:35(<module>)
   121/59    0.000    0.000    0.005    0.000 pyparsing.py:3322(copy)
      502    0.001    0.000    0.005    0.000 __init__.py:874(__setitem__)
        1    0.000    0.000    0.005    0.005 controls.py:3(<module>)
     1740    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:119(release)
        1    0.000    0.000    0.005    0.005 application.py:2(<module>)
        1    0.000    0.000    0.005    0.005 version.py:4(<module>)
        1    0.000    0.000    0.005    0.005 pylab.py:38(PylabMagics)
        1    0.000    0.000    0.005    0.005 __init__.py:967(rc_params)
        1    0.000    0.000    0.005    0.005 morestats.py:5(<module>)
     1112    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:170(__exit__)
        1    0.000    0.000    0.004    0.004 signals.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _ellip_harm.py:1(<module>)
       15    0.002    0.000    0.004    0.000 enum.py:88(__new__)
        1    0.000    0.000    0.004    0.004 iterative.py:1(<module>)
        1    0.000    0.000    0.004    0.004 webbrowser.py:2(<module>)
       36    0.000    0.000    0.004    0.000 __init__.py:2675(_reload_version)
        1    0.000    0.000    0.004    0.004 cookies.py:127(<module>)
        6    0.000    0.000    0.004    0.001 enum.py:532(_convert)
    10773    0.003    0.000    0.004    0.000 mathtext.py:2596(<genexpr>)
        1    0.000    0.000    0.004    0.004 customlm.py:1(<module>)
        1    0.000    0.000    0.004    0.004 osm.py:5(<module>)
      502    0.001    0.000    0.004    0.000 pyparsing.py:496(__iadd__)
        1    0.000    0.000    0.004    0.004 script.py:1(<module>)
        1    0.000    0.000    0.004    0.004 hashlib.py:53(<module>)
      347    0.000    0.000    0.004    0.000 sre_parse.py:90(closegroup)
       36    0.000    0.000    0.004    0.000 __init__.py:2328(_version_from_file)
      120    0.000    0.000    0.004    0.000 textwrap.py:337(_split_chunks)
        1    0.000    0.000    0.004    0.004 osm.py:45(OSMagics)
      160    0.002    0.000    0.004    0.000 version.py:198(__init__)
        1    0.000    0.000    0.004    0.004 __init__.py:259(__getattr__)
        1    0.000    0.000    0.004    0.004 __init__.py:39(_load_lexers)
       14    0.000    0.000    0.004    0.000 pyparsing.py:1571(parseString)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
      975    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:513(spec_from_file_location)
      536    0.002    0.000    0.004    0.000 copy.py:269(_reconstruct)
        1    0.000    0.000    0.004    0.004 signal.py:1(<module>)
        2    0.000    0.000    0.004    0.002 subprocess.py:834(__init__)
        1    0.000    0.000    0.004    0.004 __init__.py:1093(rc_params_from_file)
   121/59    0.000    0.000    0.004    0.000 pyparsing.py:3324(<listcomp>)
        2    0.000    0.000    0.004    0.002 platform.py:1088(system)
        2    0.000    0.000    0.004    0.002 platform.py:950(uname)
        1    0.000    0.000    0.004    0.004 platform.py:807(_syscmd_uname)
      113    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1047(_path_hooks)
        1    0.000    0.000    0.004    0.004 pty_spawn.py:1(<module>)
        2    0.000    0.000    0.004    0.002 subprocess.py:1428(_execute_child)
        1    0.000    0.000    0.004    0.004 __init__.py:133(<module>)
        1    0.000    0.000    0.004    0.004 uuid.py:45(<module>)
        1    0.000    0.000    0.004    0.004 pilutil.py:7(<module>)
        1    0.000    0.000    0.004    0.004 minpack.py:1(<module>)
 1051/573    0.001    0.000    0.004    0.000 __init__.py:2165(yield_lines)
        1    0.000    0.000    0.004    0.004 script.py:63(ScriptMagics)
       58    0.000    0.000    0.004    0.000 pyparsing.py:3251(<listcomp>)
      711    0.003    0.000    0.004    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
      321    0.001    0.000    0.004    0.000 inspect.py:1750(_signature_bound_method)
      498    0.000    0.000    0.004    0.000 re.py:175(sub)
     3614    0.004    0.000    0.004    0.000 graph_reference.py:463(<listcomp>)
        2    0.000    0.000    0.004    0.002 text.py:9(<module>)
        8    0.000    0.000    0.003    0.000 enum.py:215(__call__)
        8    0.000    0.000    0.003    0.000 enum.py:314(_create_)
     3614    0.003    0.000    0.003    0.000 graph_reference.py:523(<listcomp>)
     3614    0.003    0.000    0.003    0.000 graph_reference.py:491(<listcomp>)
     8141    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.003    0.003 python.py:10(<module>)
        5    0.001    0.000    0.003    0.001 six.py:1(<module>)
        1    0.000    0.000    0.003    0.003 pickle.py:24(<module>)
      120    0.000    0.000    0.003    0.000 textwrap.py:161(_split)
        1    0.000    0.000    0.003    0.003 version.py:191(Version)
        1    0.000    0.000    0.003    0.003 linecache.py:6(<module>)
        6    0.000    0.000    0.003    0.001 patches.py:1757(_pprint_styles)
   306/14    0.001    0.000    0.003    0.000 pyparsing.py:1347(_parseNoCache)
        1    0.000    0.000    0.003    0.003 index_tricks.py:1(<module>)
        1    0.000    0.000    0.003    0.003 string.py:15(<module>)
    78/14    0.000    0.000    0.003    0.000 pyparsing.py:3356(parseImpl)
      281    0.001    0.000    0.003    0.000 function_base.py:3944(add_newdoc)
      179    0.000    0.000    0.003    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.003    0.003 sjisprober.py:28(<module>)
        9    0.000    0.000    0.003    0.000 magic_arguments.py:108(__init__)
      114    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1260(_fill_cache)
        1    0.000    0.000    0.003    0.003 colorable.py:7(<module>)
        1    0.000    0.000    0.003    0.003 shortcuts.py:21(<module>)
        9    0.000    0.000    0.003    0.000 argparse.py:1596(__init__)
        1    0.000    0.000    0.003    0.003 numerictypes.py:82(<module>)
       86    0.001    0.000    0.003    0.000 traitlets.py:720(__new__)
        1    0.000    0.000    0.003    0.003 util.py:239(find_library)
        1    0.000    0.000    0.003    0.003 util.py:209(_findSoname_ldconfig)
        1    0.000    0.000    0.003    0.003 string.py:65(__init__)
        1    0.000    0.000    0.003    0.003 core.py:21(<module>)
     1841    0.002    0.000    0.003    0.000 inspect.py:2399(__init__)
     1778    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:56(_path_split)
        1    0.000    0.000    0.003    0.003 polynomial.py:4(<module>)
        1    0.000    0.000    0.003    0.003 plistlib.py:47(<module>)
     9012    0.003    0.000    0.003    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
      652    0.002    0.000    0.003    0.000 pyparsing.py:330(__setitem__)
      126    0.003    0.000    0.003    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.003    0.003 models.py:8(<module>)
        1    0.000    0.000    0.003    0.003 csr.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _multivariate.py:4(<module>)
     2530    0.002    0.000    0.003    0.000 pyparsing.py:277(__new__)
   168/85    0.000    0.000    0.003    0.000 pyparsing.py:2774(parseImpl)
        1    0.000    0.000    0.003    0.003 __init__.py:97(<module>)
      132    0.003    0.000    0.003    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.003    0.003 __init__.py:69(<module>)
        1    0.000    0.000    0.003    0.003 tokenize.py:21(<module>)
        1    0.000    0.000    0.003    0.003 sbcsgroupprober.py:29(<module>)
     6023    0.002    0.000    0.003    0.000 sre_parse.py:242(match)
       30    0.001    0.000    0.003    0.000 shutil.py:1083(which)
      482    0.000    0.000    0.003    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.003    0.003 afm.py:34(<module>)
     4383    0.002    0.000    0.003    0.000 {built-in method builtins.setattr}
     1735    0.003    0.000    0.003    0.000 gatestring.py:383(expand_gate_label_tuple)
      114    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1301(path_hook_for_FileFinder)
       21    0.000    0.000    0.003    0.000 pyparsing.py:1227(setParseAction)
        1    0.000    0.000    0.003    0.003 debugger.py:1(<module>)
       12    0.000    0.000    0.003    0.000 rcsetup.py:392(validate_font_properties)
       12    0.000    0.000    0.003    0.000 fontconfig_pattern.py:119(parse)
       23    0.000    0.000    0.003    0.000 pyparsing.py:1016(_trim_arity)
       11    0.000    0.000    0.003    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.003    0.003 configurable.py:2(<module>)
        1    0.000    0.000    0.003    0.003 cli.py:3(<module>)
      130    0.000    0.000    0.003    0.000 __init__.py:2868(split_sections)
        1    0.000    0.000    0.002    0.002 zipfile.py:5(<module>)
      700    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
       22    0.000    0.000    0.002    0.000 pyparsing.py:1024(extract_stack)
        1    0.000    0.000    0.002    0.002 chardistribution.py:28(<module>)
       83    0.001    0.000    0.002    0.000 pyparsing.py:3064(postParse)
     1197    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:74(__init__)
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
    109/4    0.001    0.000    0.002    0.001 pyparsing.py:2324(streamline)
       22    0.000    0.000    0.002    0.000 traceback.py:196(extract_stack)
        1    0.000    0.000    0.002    0.002 socket.py:47(<module>)
        1    0.000    0.000    0.002    0.002 webbrowser.py:412(register_X_browsers)
        1    0.000    0.000    0.002    0.002 prefilter.py:7(<module>)
       18    0.000    0.000    0.002    0.000 argparse.py:289(_format_usage)
       22    0.000    0.000    0.002    0.000 traceback.py:313(extract)
        1    0.000    0.000    0.002    0.002 util.py:10(<module>)
        1    0.000    0.000    0.002    0.002 polynomial.py:55(<module>)
       11    0.000    0.000    0.002    0.000 decorator.py:201(create)
      160    0.000    0.000    0.002    0.000 __init__.py:1462(has_metadata)
        2    0.000    0.000    0.002    0.001 decorator.py:33(<module>)
        1    0.000    0.000    0.002    0.002 subprocess.py:356(<module>)
     1320    0.002    0.000    0.002    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
